;title;description
170;[Oscar][Kubedev] Passage en app-of-apps;"En tant que développeur d'Oscar, je souhaite passer en app of apps sur kubedev unqiuement.

Le namespace Projet-oscar4 observe le dépôt gitops https://gitlab.insee.fr/outils-transverses/services-transverses/oscar4/oscar4-gitops/-/tree/main/apps?ref_type=heads

qui contient le déploiement d'un batch en hors-prod et en prod. 

On aimerait passer en app-of-apps pour pouvoir ajouter un autre argoworflow et l'API et le front. Le hors prod peut-être indispo un certain temps, par contre ce serait bien de ne pas casser le prod pour l'instant.

Pouvez-vous nous indiquer comment procéder : est-ce qu'il faut créer un autre dépôt (avec quelle structure ?) ou est-ce qu'on peut garder le même ?

Merci,
Julien"
171;[KubeProd][Oscar] Erreur proxy lors d'un appel à l'api Kube;"## Résumé

- Description : Bonjour, j'ai voulu mettre sur KubeProd une nouvelle version bu batch d'Oscar, malheureusement celui rencontre une erreur depuis. Les anciennes versions fonctionnent toujours si j'en redéploie une mais les nouvelles rencontrent un problème de proxy et j'avoue ne pas comprendre. Voici le lien vers la log complète d'un pod en échec : https://gitops-kubernetes.insee.fr/applications/projet-oscar4-prod/oscar4?view=tree&node=%2FPod%2Fprojet-oscar4%2Foscar4-batch-29321040-jtqn8%2F0&resource=&tab=logs

Merci beaucoup d'avance, n'hésitez pas à revenir vers moi si besoin.

## Détails utiles

- Namespace : projet-oscar4
- Application/Pod : oscar4
- Logs utiles : 
urllib3.exceptions.MaxRetryError: HTTPSConnectionPool(host='apiserver.dev.kube.ad.insee.intra', port=6443): Max retries exceeded with url: /api/v1/namespaces (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))"
172;[KubeDev] Modification balf associée à projet-poc-siera-spark;"Bonjour,  
sur le namespace projet-poc-siera-spark de KubeDev, le courriel associé doit être changé.  
La balf `ci45-domaine-emploi-salaires-revenus@insee.fr` est obsolète.  
Il faudrait la remplacer par `dr45-sndi-groupe-siera@insee.fr`.  

Merci."
173;[ESTANP] Ajout application Estanp kubeprod;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [x] Un ajout
    - [ ] Une Suppression
- Il s'agit d'un dépôt GitOps en mode app of apps : [ ]
- Cluster : kubeprod
- Namespace : projet-estanp
- Lien vers le répertoire GIT : 
  - estanp-api : https://gitlab.insee.fr/sndip_statistiques_industrielles/refonte-dessin/calcul-et-validation/estanp-argocd/-/tree/main/apps/prod/estanp-api?ref_type=heads
  - estanp-ihm : https://gitlab.insee.fr/sndip_statistiques_industrielles/refonte-dessin/calcul-et-validation/estanp-argocd/-/tree/main/apps/prod/estanp-ihm?ref_type=heads"
174;[projet-apisirene][kubedev] Régularisation création de namespace;"Bonjour,

_**Le namespace a été créé** par Jean-Baptiste, je fais la demande pour régulariser.
https://gitlab.insee.fr/kubernetes/dev/new-gitops-appli/-/blob/main/projects/projet-apisirene/dev.yaml?ref_type=heads_

Reste à faire :
- Supprimer dans le namespace ""projet-hd"" l'app ""app-of-apps-hd-sirene-diffusion"" (ligne 33)
https://gitlab.insee.fr/kubernetes/dev/new-gitops-appli/-/blob/main/projects/projet-hd/dev.yaml?ref_type=heads
- dans projet-apisirene : modifier le path du repo de ""./argocd-apps/kubedevtest"" à ""./argocd-apps/kubedev""

**Rappel de ce qui a été créé et du contexte :**

Pour rappel, en dev et preprod nous utilisons actuellement le namespace projet-hd, en prod et dmz nous utilisons le namespace projet-apisirene pour bien dissocier les applications ""apisirene"" et ""haute-disponibilités"", je fais donc cette demande pour créer un namespace projet-apisirene sur kubedev afin d'y basculer et dissocier les usages des deux namespaces.

* cluster concerné : Kubedev
* Nom du namespace : projet-apisirene
* lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/groupe-haute-disponibilite/sirene-diffusion/gitops-sirene-diffusion/-/tree/main/argocd-apps/kubeprepod?ref_type=heads 
* timbre de la division métier propriétaire de l'application déployée : DG75-H160
* timbre de l'équipe de maintenance : DR44-SNDI
* Adresse mail de l'équipe pour envoi des alertes : dr44-sndi-diffusion-sirene@insee.fr
* quartier de l'application déployée dans ce namespace : RE
* liste idep à ajouter sur sugoi pour l'initialisation : ISCEQ4 G2DU4B FR57MD SVVBQS MNQ4AD UIOPW3
* Ressources nécessaires : 
  * Nombre max de pods autorisés sur le namespace : 40
  * limits:
    * cpu: 16
    * memory: 50Gi
    * ephemeralStorage: 30Gi
  * request:
    * cpu: 4
    * memory: 5Gi
    * storage: 100Gi
    * ephemeralStorage: 1Gi"
175;ouverture de flux porxy-app pour la récupération GALEC;"Demande de gestion des flux sur proxy-app

## Informations

- cluster concerné (Kubedev, KubePreprod, KubeProd, KubeDMZ ou KubePPDMZ) : KubeDMZ
- Nom du namespace demandeur : 
- Action :
 - [X] ouverture
 - [ ] fermeture
- Liste des noms de domaine :
  - accounts.google.com
  - oauth2.googleapis.com
  - lec-gal-bgd-prf-export-insee-bckt-prd.storage.googleapis.com
  - lec-gal-bgd-prf-export-insee-strs-bckt-prd.storage.googleapis.com

- Informations complémentaires : la demande d'ouverture a été validée par les architectes

/cc @ky2d0b @KIVT18"
176;Accompagnement Ariege embarquement prod;"## Identité du projet

- Nom court : Ariege
- Unité propriétaire (Timbre) : DG75-D280
- Unité de maintenance (Timbre / mail de contact) : SNDI Paris Domaine Etudes et synthèses - DG75-DSI Maintenance Ariege
- Description  :Ariege permet la gestion de séries périodiques pour l'élaboration des comptes trimestriels par la division 'Comptes trimestriels' (DESE).
- Exposition publique (oui/non) : non, exposition interne uniquement
- Architecture générale : DAT https://gitlab.insee.fr/etudes-et-syntheses/ariege/documentation/-/wikis/Dossier-d'architecture
- Migration ou création : Migration

## Briques techniques mobilisées

- [ ] S3
- [ ] PVC
- [X] Keycloak pour authentification
- [X] Vault pour accéder aux mots de passe BDD
- [ ] Spoc
- [ ] Sugoi
- [ ] ArgoWorkflows
- [ ] Opérateur custom
- [ ] Autres : ...

## Exigences techniques particulières

Pas de besoins techniques particuliers.

#### Prod 50

* CPU : 
    requests : 2
    limits : 10
* Mémoire : 20Gi

## Existant sur KubeDev et niveau de maturité

* Niveau de connaissance (novice, débutant, confirmé, avancé) :
    * Conteneur débutant
    * Kubernetes débutant
    * Gitlab CI débutant
    * Helm débutant
    * Gitops avec ArgoCD débutant

* Outils mis en place :
    * [X] Déploiement avec ArgoCD
    * [X] Chaîne CICD automatisée
    * [ ] Analyse des CVE
    * [ ] Conformité aux règles de sécurité (securityContext et podSecurityContext)
    * [X] Suivi et montée de version avec Renovate
    * [X] Gestion des secrets (sealed secrets ou vault)
    * [ ] Ajustement des requests et limits aux besoins
    * [ ] Traitement des alertes

## Migration (si concernée)

* Faut-il migrer le nom de domaine ? Oui, les pods Kube doivent remplacer les VM pour https://api-ariege.insee.fr
* Faut-il migrer des données ? Non"
177;[KubeProd][KubePreProd][KubeProd] - Suppression du namespace projet-bowie;"En tant que responsable de l'atelier de conception

Suite à la migration avec succès au nouveau namespace `filiere-enquete-concevoir`, j'aimerais supprimer les environnements liés au namespaces `projet-bowie` sur:
- [x] KubeDev
- [x] KubePreProd
- [x] KubeProd

Merci à vous !"
178;Demande_gestion_application_Gitops projet-nautile;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [x] Un ajout
    - [ ] Une Suppression
- Il s'agit d'un dépôt GitOps en mode app of apps : [ ]
- Cluster : KubeDev
- Namespace : projet-nautile
- Lien vers le répertoire GIT : https://gitlab.insee.fr/Individus-et-logements/nautile-v2/nautile-gitops"
179;[projet-iahs][Kubedev] demande d'augmentation de storage;"Bonjour

Est ce possible d'augmenter les limits d'ephemeral storage de 5Gi sur le namespace projet-iahs de kubedev ?

Merci

Amaury"
180;[KubeProd][am3ds-dsn] Demande d'augmentation de quota;"En tant que maintenicien am3ds-dsn, je souhaite augmenter le quota de cpu pour le namespace am3ds-dsn.

Bonjour, on est un peu juste en cpu pour déployer aussi le web-service de ARC (j'avais initialement mal calculé). Pourriez-vous faire passer la limit cpu de 55 à 60 svp ? merci

Définition du DONE:

* limit.cpu:60"
181;[KubePreProd][am3ds-dsn] Demande d'augmentation de quota;"En tant que maintenicien am3ds-dsn, je souhaite augmenter le quota de cpu pour le namespace am3ds-dsn.

Bonjour, on est un peu juste en cpu pour déployer aussi le web-service de ARC (j'avais initialement mal calculé). Pourriez-vous faire passer la limit cpu de 55 à 60 svp ? merci

Définition du DONE:

* limit.cpu:60"
182;Demande de création de namespace;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd, KubeDMZ ou KubePPDMZ) : KubeDev
- Nom du namespace : nautile
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/Individus-et-logements/nautile-v2/nautile-gitops
- timbre de la division métier propriétaire de l'application déployée : DG75-L110
- timbre de l'équipe de maintenance : DR45-SNDI
- Adresse mail de l'équipe pour envoi des alertes : dr45-sndi-nautile@insee.fr
- quartier de l'application déployée dans ce namespace : MN
- liste idep à ajouter sur sugoi pour l'initialisation : SNV23A,  FVZLKC, ZHSNYU, SJ9I86
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 4Gi
    - Storage :
        - requests : 5Gi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) :
<!-- Pour Vault, la demande est à faire directement auprès de l'équipe IAHS, plus d'informations ici : https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/#demande-dacc%C3%A8s-au-vault-depuis-son-namespace -->

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
183;[Microsegmentation] demande d'accès au BDD VM pour le namespace  projet-filiere-enquete-concevoir;"En tant que membre de l'équipe concevoir de la filière d'enquête, j'aimerais que les pods dans les différents cluster kube aient accès aux bases de données

- [x] kubedev: permettre au namespace `projet-filiere-enquete-concevoir` d'accéder aux VMs des bases de données présentes dans le quartier ST:
   - pogues: dvpoguesbolg001 -> `10.217.48.127`
   - public-enemy: dvpublenbolg001 -> `10.217.48.20`
   - api-questionnaire: dvpublenstlg001 -> `10.217.49.51`
   - registre: dvregistrylg001 -> `10.217.48.114` & dvregistrylg002 -> `10.217.48.115`

- [ ] kubepreprod: permettre au namespace `projet-filiere-enquete-concevoir` d'accéder aux VMs des bases de données présentes dans le quartier ST:
   - pogues: pppoguesbolg001
   - public-enemy: pppublenbolg001
   - api-questionnaire: pppublenstlg001
   - registre: ppregistrylg001

- [x] kubeprod: permettre au namespace `projet-filiere-enquete-concevoir` d'accéder aux VMs des bases de données présentes dans le quartier ST:
   - pogues: pdpoguesbolg001 -> `10.203.48.184`
   - public-enemy: pdpublenbolg001 -> `10.203.48.92`
   - api-questionnaire: pdpublenstlg001 -> `10.203.48.48`
   - registre: pdregistrylg001 -> `10.203.48.11`"
184;Ouverture de flux entre les clusters;"Suite à une demande de @wehdrc :

* Bonjour, nous avons une API (https://gitops-kubernetes.insee.fr/applications/projet-brpp3-preprod/api-identification-pp) qui tourne sur KubePréProd et qui doit valider des jetons JWT sur un Keycloak particulier qui tourne sur sur KubeDMZ. Or la tentative de connexion échoue, comme si ce flux n'était pas ouvert. Cela est peut-être normal, mais à ma connaissance il n'existe pas l'équivalent de ce Keycloak sur KubePPDMZ. Nous pouvons vous fournir plus d'informations si c'est nécessaire pour résoudre ce problème."
185;[KubePreProd][mlops-sandbox] Demande d'augmentation de quota;"Bonjour, 

Est-ce possible d'augmenter les quotas pour le namespace mlops-sandbox ?

Merci,

cpu.request : 6, cpu.limit: 15, memory.limit : 30Gb, storage.limit : 30Gb"
186;[KubePreProd] Création namespace am3ds-dsn;"Demande de création de namespace

## Informations
Nous voulons créer une plateforme pour la pré-prod sur le modèle de la production (cf. ancien ticket pour le production) : 
* https://gitlab.insee.fr/kubernetes/kubeapp/suivi-des-demandes/-/issues/269
* https://gitlab.insee.fr/kubernetes/kubeapp/suivi-des-demandes/-/issues/299

- cluster concerné : KubePP
- Nom du namespace : am3ds-dsn
- lien vers dépôt gitlab des fichiers de déploiement :
   - https://gitlab.insee.fr/siera/arc/arc-am3ds-dsn/-/tree/main/argocd-apps/preprod
- timbre de la division métier propriétaire de l'application déployée : DG75-F001
- timbre de l'équipe de maintenance : DR45-SNDI
- Adresse mail de l'équipe pour envoi des alertes : dr45-sndi-resil-developpement@insee.fr
- quartier de l'application déployée dans ce namespace : EP
- liste idep à ajouter sur sugoi pour l'initialisation :
N5Y0WY (Marion Janin) - M2YINB (Matthieu Forestier-Blondeau) - A51389 (Jean-Jacques Thibault) - MQH0VD (David Chaffange) - XII8QU (Hervé Papin) - B7GVCE (Florence Frenet) - EH98R0 (Antoine Lecacheur) - YXY4JG (Stéphane Roger) - Z84H10 (Léo Manelphe) - FY2QEQ (Manuel Soulier) - QV47IK (Sébastien Larat)
- Ressources nécessaires : (valeurs à modifier selon les besoins)
   - Les informations seraient les mêmes que pour la production.

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
187;autoriser toute VM de production zone 50 à accéder à une application publiée via l'Ingress de KubeDMZ;"En tant qu'architecte,  
je souhaite autoriser toute VM de production zone 50 à accéder à une application publiée via l'Ingress de KubeDMZ  
afin de permettre à des applications VM de zone 50 de valider des jetons issus du Keycloak déployé sur KubeDMZ.

Définition du DONE:

- [x] le flux est ouvert

/cc @s4lwo8"
188;[projet-esane][KubeProd] Augmentation storage et ram;"Bonjour,

Pouvez-vous augmenter les quotas des ressources sur **KubeProd** namespace **projet-esane**

memory.requests: 40Gi 
memory.limits: 70Gi

et passer le max storage à 50G ?


Merci d'avance"
